adjustment_ratio,adjustment_type,ann_type,avg_price_1d,avg_price_20d,bond_code,bond_name,delisting_date,doc_id,effective_date,evidence_page,evidence_text,last_convert_date,new_conv_price,notes,original_conv_price,premium_rate,pricing_base_date,publish_date,record_date,redemption_price,redemption_trigger,stock_code,stock_name,trigger_rule
,,下修类公告,,,113059,福莱转债,,4e1a906f0cd0d010,,2,自2026年3月2日起至 2026年3月20日，福莱特玻璃集团股份有限公司（以下简称“公司”或“本公司” ）A股股票已满足连续 30个交易日中至少有 15个交易日的收盘价低于当期转股价格 90%（37.54元/股）的条件,,,,41.71,,2026-03-20,2026-03-21,,,,601865,福莱特,连续 30个交易日中至少有 15个交易日的收盘价低于当期转股价格 90%
,被动调整,下修类公告,,,127062,垒知转债,,531f02d39e972268,,,二〇二六年一月二十一日,,,,7.59,,,2026-01-21,,,,002398,垒知集团,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决
,,强赎类公告,,,149797,22新资01,2026-01-27,5329e98ad0c0948f,,7,2025 1226,,,,,5.4,,2025-12-26,2026-01-26,105.4,,,新疆金投资产管理股份有限公司,
0.225,主动下修,下修类公告,,,123220,易瑞转债,,5312cf479dffdb2d,2026-06-03,4,公司股票自2026年5月15日至2026年5月28日已有10个交易日的收盘价低于当期转股价格的85%，预计将触发‘易瑞转债’转股价格向下修正条件。公司将于2026年6月3日实施2025年度权益分派方案，实施完成后，‘易瑞转债’的转股价格将由8.87元/股调整为8.85元/股,2029-08-17,8.85,,8.87,,2026-06-03,2026-05-28,,,,300942,易瑞生物,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会审议表决
,,下修类公告,,,123151,康医转债,,544b0c772e7fa8a6,,1,截至2026年4月17日，公司股票已出现任意连续三十个交易日中至少有十五个交易日的收盘价低于‘康医转债’当期转股价格的85%的情形，触发‘康医转债’转股价格向下修正条款。,,,,27.55,,,2026-04-17,,,,300869,康泰医学系统（秦皇岛）股份有限公司,连续30个交易日中有15个交易日收盘价低于转股价的85%
,,强赎类公告,,,123126,瑞丰转债,,541c09be302aa9b2,,6,山东瑞丰高分子材料股份有限公司董事会 2026年5月19日,2026-06-01,,,,2.53,,2026-05-19,2026-05-29,102.53,在本次发行的可转换公司债券转股期内，如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,300243,瑞丰高材,
,,强赎类公告,,,148099,22万科 07,,572c18df16a1c46d,,1,万科企业股份有限公司关于行使 “22万科 07”公司债券 赎回选择权的公告 二〇二五年 九月二十五日,,,,,,,2025-09-25,,,发行人将于本期债券第3个计息年度付息日前的第20个交易日，在指定的信息披露媒体上发布关于是否行使赎回选择权的公告。若决定行使赎回权利，本期债券将被视为第3年全部到期,000002,万科企业股份有限公司,
,,强赎类公告,,,148437,23新化K1,,53f37a59c2925596,,5,2025 7 25,,,,,,,2025-07-25,,,,600795,新疆中泰化学股份有限公司,
,,强赎类公告,,,127090,兴瑞转债,2026-06-24,5614adf2128b3dcc,,5,2026年6月24日为赎回款到达‘兴瑞转债’持有人资金账户日,2026-06-16,,,,,,2026-05-22,2026-06-15,100.72,连续三十个交易日收盘价格不低于转股价的130%,002937,兴瑞科技,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（即33.15元/股）
,,强赎类公告,,,113686,泰瑞转债,,5788ec58612350cf,,Page 3,泰瑞机器股份有限公司董事会2026年5月20日,,,,,,,2026-05-20,,,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,603289,泰瑞机器,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）
,,下修类公告,,,118015,芯海转债,,58170d7a817f8644,,1,证券代码：688595，证券简称：芯海科技；债券代码：118015，债券简称：芯海转债；转股价格：55.22元/股；芯海科技（深圳）股份有限公司股票自2026年5月9日至2026年5月22日已有10个交易日的收盘价低于当期转股价的85%（即46.94元/股）,,,,55.22,,,2026-05-23,,,,688595,芯海科技,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会表决
,被动调整,下修类公告,,,127080,声迅转债,,5457246f6cd26fcf,,1,自2025年11月21日至2025年12月4日，北京声迅电子股份有限公司股票已有十个交易日的收盘价低于当期转股价格的85%（即24.60元/股）,,,,28.94,,,2025-12-04,,,,003004,ST声迅,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,强赎类公告,,,123126,瑞丰转债,2026-06-01,5a5408cb5d0cf8d8,,,截至2026年5月29日收市后仍未转股的‘瑞丰转债’将被强制赎回，赎回价格为102.532元/张；2026年6月1日为‘瑞丰转债’赎回日，赎回完成后将在深交所摘牌；‘瑞丰转债’最后交易日为2026年5月26日，最后转股日为2026年5月29日，停止转股日为2026年6月1日，赎回价格为102.532元/张,2026-06-01,,,,,,2026-05-22,2026-05-29,102.53,,300243,瑞丰高材,"在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在本次发行的可转换公司债券转股期内，如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；②当本次发行的可转换公司债券未转股余额不足3,000万元时"
5.0,主动下修,下修类公告,,,128108,蓝帆转债,,5a1cc883b6b09f48,2025-12-16,6,2025年12月16日至2025年12月29日，公司股票已有10个交易日的收盘价低于当期转股价格9.50元/股的85%，即8.075元/股的情形,,9.5,,10.0,,2025-12-15,2025-12-30,,,,002382,蓝帆医疗,当公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格低于当期转股价格85%时
25.08,被动调整,下修类公告,,,110081,闻泰转债,,59f84b5f08e5529d,2026-04-10,2,自2026年4月10日至2026年5月26日，公司股票在任意连续三十个交易日中已有十五个交易日的收盘价低于当期转股价格即32.66元/股的85%，已触发‘闻泰转债’转股价格的向下修正条款。因向下修正转股价格，自2026年4月10日起，‘闻泰转债’的转股价格由43.60元/股调整为32.66元/股,,32.66,,43.6,,,2026-05-27,,,,600745,*ST闻泰,连续30个交易日中有15个交易日收盘价低于转股价的85%
,,强赎类公告,,,111010,立昂转债,,5ad7692b9c62b2a1,,Page 3,自2026年5月7日至2026年5月20日，公司股票已有10个交易日的收盘价不低于‘立昂转债’当期转股价格的130%（即不低于43.67元/股）。若未来连续20个交易日内，仍有5个交易日公司股票的收盘价格不低于当期转股价格的130%（含130%），将触发《募集说明书》中规定的有条件赎回条款。,2028-11-13,,,,,,2026-05-21,,,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,605358,立昂微,
,,强赎类公告,,,127066,科利转债,,5ab3da5abd5903a7,,"Page 1, Page 2, Page 5, Page 6",证券代码：002850 证券简称：科达利 公告编号：2026-032；自2026年4月16日至2026年5月18日，公司股票已有十五个交易日的收盘价不低于‘科利转债’当期转股价格的130%（即193.31元/股）；‘科利转债’赎回价格为101.405元/张（含息税）；赎回登记日：2026年6月12日；停止转股日：2026年6月15日；每张债券赎回价格=债券面值+当期应计利息=100+1.405=101.405元/张,2026-06-15,,,,1.41,,2026-05-22,2026-06-12,101.41,连续30个交易日收盘价不低于转股价的130%（即193.31元/股）,002850,科达利,
,,强赎类公告,,,123198,金埔转债,,689bf27a58bf1a0a,,,公司股票价格自2026年5月11日至2026年5月22日已有10个交易日的收盘价不低于“金埔转债”当期转股价格（即7.55元/股）的130%（即9.82元/股）,2029-06-07,,,,,,2026-05-22,,,连续30个交易日收盘价不低于当期转股价格的130%（含130%）,301098,金埔园林,
,主动下修,下修类公告,,,118018,瑞科转债,,6888fe19d4b3c8db,,3,深圳瑞华泰薄膜科技股份有限公司董事会2026年3月17日,,,,30.91,,,2026-03-17,,,,688323,深圳瑞华泰薄膜科技股份有限公司,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
17.55,主动下修,下修类公告,,,123157,科蓝转债,,683fcc08e2416297,2026-05-06,1,截至2026年5月19日，北京科蓝软件系统股份有限公司(以下简称“公司”)股票已有10个交易日的收盘价格低于当期转股价格的85%(即11.22元/股)，可能触发“科蓝转债”转股价格的向下修正条款。若触发转股价格的向下修正条款，届时根据《募集说明书》中转股价格向下修正条款规定，公司董事会有权决定是否提出转股价格向下修正方案并提交公司股东会审议表决。,,13.2,,16.01,,,2026-05-19,,,,300663,科蓝软件,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时
17.55,被动调整,下修类公告,12.7,13.04,123157,科蓝转债,,69aa3d4e30ce85f4,2026-05-06,,"证券代码：300663 证券简称：科蓝软件 公告编号：2026-036
债券代码：123157 债券简称：科蓝转债
北京科蓝软件系统股份有限公司
关于向下修正“科蓝转债”转股价格的公告
...修正前转股价格：16.01元/股
...修正后转股价格：13.20元/股
...修正后的转股价格自2026年5月6日起生效",,13.2,,16.01,,2026-04-30,2026-04-30,,,,300663,科蓝软件,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时
,被动调整,下修类公告,,,123151,康医转债,,69d6e0be7be6ded6,,,证券代码：300869证券简称：康泰医学；债券代码：123151债券简称：康医转债；当前转股价格：人民币27.55元/股；自2026年3月27日至2026年4月10日，公司股票已有10个交易日的收盘价低于当期转股价格的85%；当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案,,,,27.55,,,2026-04-10,,,,300869,康泰医学,连续30个交易日中有15个交易日收盘价低于转股价的85%
,,强赎类公告,,,123121,帝尔转债,,6a5a719aa7ea0117,,1,2026年6月2日为‘帝尔转债’最后一个转股日，当日收市前，持有‘帝尔转债’的投资者仍可进行转股。2026年6月2日收市后，未实施转股的‘帝尔转债’将停止转股，剩余‘帝尔转债’将按照102.068元/张（含息税）的价格被强制赎回。,2026-06-02,,因目前‘帝尔转债’二级市场价格与赎回价格存在较大差异，特提醒‘帝尔转债’持有人注意在期限内转股，如果投资者未及时转股，可能面临损失，敬请广大投资者注意风险。,,,,2026-06-01,2026-06-02,102.07,连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,300776,帝尔激光,
,被动调整,下修类公告,,,127049,希望转2,,6ec7aa835aeed3b4,,3,自2026年3月20日起至2026年4月2日，公司股票已有10个交易日的收盘价格低于当期转股价格10.59元/股的80%，即8.47元/股的情形。,,,,10.59,,,2026-04-03,,,,000876,新希望,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%
,,强赎类公告,,,127066,科利转债,2026-06-15,68df1ab60fa0224c,,"Page 1, Page 6, Page 7",证券代码：002850 证券简称：科达利 公告编号：2026-036；2026年6月15日为‘科利转债’赎回日；可转债赎回价格：101.405元/张（含息税）；赎回登记日：2026年6月12日；最后转股日：2026年6月15日；公司实际控制人、控股股东、持股5%以上股份的股东、董事、高级管理人员在赎回条件满足前的6个月内不存在交易‘科利转债’的情形；‘科利转债’持有人办理转股事宜的，必须通过托管该债券的证券公司进行转股申报；当日买进的可转换公司债券当日可申请转股，可转换公司债券转股新增股份可于转股申报后次一个交易日上市流通；截至2026年6月12日收市后仍未转股的‘科利转债’将按照101.405元/张（含息税）的价格被强制赎回,2026-06-15,,,,1.41,,2026-05-26,2026-06-12,101.41,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%,002850,科达利,
